decision_epoch,user_id,timestep,time_s,sat_id,current_sat_id,is_current_sat,handover_penalty,lat_deg,lon_deg,service_class,demand_mbps,elevation_deg,distance_km,rsrp_dbm,link_margin_db,sat_load,remaining_visible_s,relative_velocity_km_s,time_sin,time_cos,candidate_rank_signal,oracle_score,selected
u1_t0,1,0,0.0,8,-1,0,0,52.31845868004315,94.01029271652708,iot,1.2470059261251345,24.67051456742812,1133.1378725349834,-109.89268381912122,10.107316180878785,0.146115063416592,240.0,7.836337996250704,0.0,1.0,0,4.229429860088217,1
u1_t0,1,0,0.0,2,-1,0,0,52.31845868004315,94.01029271652708,iot,1.2470059261251345,19.18604732624668,1325.9582488798053,-113.11992250472206,6.880077495277945,0.7669192770034102,120.0,7.816322791301278,0.0,1.0,1,1.7519901676630434,0
u1_t0,1,0,0.0,43,-1,0,0,52.31845868004315,94.01029271652708,iot,1.2470059261251345,10.062379237745828,1810.8419873609307,-117.2567137691003,2.743286230899699,0.3616796894572804,60.0,7.381054748937708,0.0,1.0,2,0.8408121558419343,0
